transaction_id,order_id,utr,customer_name,payment_method,gross_amount,expected_settlement,actual_bank_credit,settlement_date,bank_date,status
TXN_RZP_100147,ORD_INV_200147,UTR_HDFC_800147,Priya Patel,Credit Card,21759.97,21246.43,21246.43,2026-03-05 23:15:00,2026-03-06 23:15:00,MATCHED
TXN_RZP_100148,ORD_INV_200148,UTR_HDFC_800148,Nikhil Chopra,Wallet,5354.95,5228.57,5228.57,2026-03-06 00:00:00,2026-03-07 00:00:00,MATCHED
TXN_RZP_100149,ORD_INV_200149,UTR_HDFC_800149,Varun Dhawan,Debit Card,12704.53,12404.7,12404.7,2026-03-06 00:45:00,2026-03-07 00:45:00,MATCHED
TXN_RZP_100150,ORD_INV_200150,UTR_HDFC_800150,Rhea Kapoor,Credit Card,15608.02,15239.67,15239.67,2026-03-06 01:30:00,2026-03-07 01:30:00,MATCHED
TXN_RZP_100151,ORD_INV_200151,UTR_HDFC_800151,Rahul Dravid,Debit Card,42676.79,41669.61,41669.61,2026-03-06 02:15:00,2026-03-07 02:15:00,MATCHED
TXN_RZP_100152,ORD_INV_200152,UTR_HDFC_800152,Deepika Sen,Debit Card,4959.8,4842.74,4842.74,2026-03-06 03:00:00,2026-03-07 03:00:00,MATCHED
TXN_RZP_100153,ORD_INV_200153,UTR_HDFC_800153,Rahul Dravid,Wallet,8288.63,8093.02,8093.02,2026-03-06 03:45:00,2026-03-07 03:45:00,MATCHED
TXN_RZP_100154,ORD_INV_200154,UTR_HDFC_800154,Karan Singhania,Debit Card,34607.25,33790.51,33790.51,2026-03-06 04:30:00,2026-03-07 04:30:00,MATCHED
TXN_RZP_100155,ORD_INV_200155,UTR_HDFC_800155,Priya Patel,UPI,41664.9,40681.61,40681.61,2026-03-06 05:15:00,2026-03-07 05:15:00,MATCHED
TXN_RZP_100156,ORD_INV_200156,UTR_HDFC_800156,Rhea Kapoor,Wallet,11535.25,11263.01,11263.01,2026-03-06 06:00:00,2026-03-07 06:00:00,MATCHED
TXN_RZP_100157,ORD_INV_200157,UTR_HDFC_800157,Deepika Sen,NetBanking,33018.64,32239.4,32239.4,2026-03-06 06:45:00,2026-03-07 06:45:00,MATCHED
TXN_RZP_100158,ORD_INV_200158,UTR_HDFC_800158,Rohit Verma,Wallet,36391.73,35532.89,35532.89,2026-03-06 07:30:00,2026-03-07 07:30:00,MATCHED
TXN_RZP_100159,ORD_INV_200159,UTR_HDFC_800159,Pooja Mehta,Wallet,24891.65,24304.21,24304.21,2026-03-06 08:15:00,2026-03-07 08:15:00,MATCHED
TXN_RZP_100160,ORD_INV_200160,UTR_HDFC_800160,Pooja Mehta,Credit Card,8458.96,8259.33,8259.33,2026-03-06 09:00:00,2026-03-07 09:00:00,MATCHED
TXN_RZP_100161,ORD_INV_200161,UTR_HDFC_800161,Ishaan Khatter,UPI,44955.73,43894.78,43894.78,2026-03-06 09:45:00,2026-03-07 09:45:00,MATCHED
TXN_RZP_100162,ORD_INV_200162,UTR_HDFC_800162,Neha Gupta,Debit Card,35474.17,34636.98,34636.98,2026-03-06 10:30:00,2026-03-07 10:30:00,MATCHED
TXN_RZP_100163,ORD_INV_200163,UTR_HDFC_800163,Ishaan Khatter,UPI,22242.79,21717.86,21717.86,2026-03-06 11:15:00,2026-03-07 11:15:00,MATCHED
TXN_RZP_100164,ORD_INV_200164,UTR_HDFC_800164,Varun Dhawan,NetBanking,9092.34,8877.76,8877.76,2026-03-06 12:00:00,2026-03-07 12:00:00,MATCHED
TXN_RZP_100165,ORD_INV_200165,UTR_HDFC_800165,Aditya Joshi,Wallet,28881.04,28199.45,28199.45,2026-03-06 12:45:00,2026-03-07 12:45:00,MATCHED
TXN_RZP_100166,ORD_INV_200166,UTR_HDFC_800166,Rahul Dravid,Debit Card,18675.94,18235.19,18235.19,2026-03-06 13:30:00,2026-03-07 13:30:00,MATCHED
TXN_RZP_100167,ORD_INV_200167,UTR_HDFC_800167,Ishaan Khatter,UPI,39920.83,38978.69,38978.69,2026-03-06 14:15:00,2026-03-07 14:15:00,MATCHED
TXN_RZP_100168,ORD_INV_200168,UTR_HDFC_800168,Neha Gupta,NetBanking,36464.27,35603.71,35603.71,2026-03-06 15:00:00,2026-03-07 15:00:00,MATCHED
TXN_RZP_100169,ORD_INV_200169,UTR_HDFC_800169,Ananya Rao,UPI,19657.81,19193.88,19193.88,2026-03-06 15:45:00,2026-03-07 15:45:00,MATCHED
TXN_RZP_100170,ORD_INV_200170,UTR_HDFC_800170,Karan Singhania,Debit Card,32412.77,31647.82,31297.82,2026-03-06 16:30:00,2026-03-07 16:30:00,EXCEPTION
TXN_RZP_100171,ORD_INV_200171,UTR_HDFC_800171,Karan Singhania,Credit Card,14050.86,13719.26,13719.26,2026-03-06 17:15:00,2026-03-07 17:15:00,MATCHED
TXN_RZP_100172,ORD_INV_200172,UTR_HDFC_800172,Rahul Dravid,Wallet,33696.56,32901.32,32901.32,2026-03-06 18:00:00,2026-03-07 18:00:00,MATCHED
TXN_RZP_100173,ORD_INV_200173,UTR_HDFC_800173,Ishaan Khatter,Debit Card,39896.02,38954.47,38954.47,2026-03-06 18:45:00,2026-03-07 18:45:00,MATCHED
TXN_RZP_100174,ORD_INV_200174,UTR_HDFC_800174,Ananya Rao,Wallet,21508.46,21000.86,21000.86,2026-03-06 19:30:00,2026-03-07 19:30:00,MATCHED
TXN_RZP_100175,ORD_INV_200175,UTR_HDFC_800175,Sneha Kulkarni,Debit Card,27920.84,27261.9,27261.9,2026-03-06 20:15:00,2026-03-07 20:15:00,MATCHED
TXN_RZP_100176,ORD_INV_200176,UTR_HDFC_800176,Sneha Kulkarni,NetBanking,40408.42,39454.78,39454.78,2026-03-06 21:00:00,2026-03-07 21:00:00,MATCHED
TXN_RZP_100177,ORD_INV_200177,UTR_HDFC_800177,Aditya Joshi,Debit Card,17090.66,16687.32,16687.32,2026-03-06 21:45:00,2026-03-07 21:45:00,MATCHED
TXN_RZP_100178,ORD_INV_200178,UTR_HDFC_800178,Nikhil Chopra,NetBanking,23429.24,22876.32,22876.32,2026-03-06 22:30:00,2026-03-07 22:30:00,MATCHED
TXN_RZP_100179,ORD_INV_200179,UTR_HDFC_800179,Nikhil Chopra,Wallet,30853.65,30125.51,30125.51,2026-03-06 23:15:00,2026-03-07 23:15:00,MATCHED
TXN_RZP_100180,ORD_INV_200180,UTR_HDFC_800180,Rohit Verma,NetBanking,16735.58,16340.62,16340.62,2026-03-07 00:00:00,2026-03-08 00:00:00,MATCHED
TXN_RZP_100181,ORD_INV_200181,UTR_HDFC_800181,Meera Nambiar,Wallet,22488.24,21957.52,21957.52,2026-03-07 00:45:00,2026-03-08 00:45:00,MATCHED
TXN_RZP_100182,ORD_INV_200182,UTR_HDFC_800182,Ishaan Khatter,Wallet,3878.36,3786.83,3786.83,2026-03-07 01:30:00,2026-03-08 01:30:00,MATCHED
TXN_RZP_100183,ORD_INV_200183,UTR_HDFC_800183,Ananya Rao,UPI,41052.77,40083.92,40083.92,2026-03-07 02:15:00,2026-03-08 02:15:00,MATCHED
TXN_RZP_100184,ORD_INV_200184,UTR_HDFC_800184,Sneha Kulkarni,NetBanking,14849.52,14499.07,14499.07,2026-03-07 03:00:00,2026-03-08 03:00:00,MATCHED
TXN_RZP_100185,ORD_INV_200185,UTR_HDFC_800185,Siddharth Nair,UPI,33508.03,32717.24,0.0,2026-03-07 03:45:00,,EXCEPTION
TXN_RZP_100186,ORD_INV_200186,UTR_HDFC_800186,Sneha Kulkarni,UPI,28538.23,27864.73,27864.73,2026-03-07 04:30:00,2026-03-08 04:30:00,MATCHED
TXN_RZP_100187,ORD_INV_200187,UTR_HDFC_800187,Ishaan Khatter,Debit Card,39814.87,38875.24,38875.24,2026-03-07 05:15:00,2026-03-08 05:15:00,MATCHED
TXN_RZP_100188,ORD_INV_200188,UTR_HDFC_800188,Varun Dhawan,UPI,1902.07,1857.18,1857.18,2026-03-07 06:00:00,2026-03-08 06:00:00,MATCHED
TXN_RZP_100189,ORD_INV_200189,UTR_HDFC_800189,Meera Nambiar,Wallet,22394.36,21865.85,21865.85,2026-03-07 06:45:00,2026-03-08 06:45:00,MATCHED
TXN_RZP_100190,ORD_INV_200190,UTR_HDFC_800190,Vikram Malhotra,NetBanking,18396.44,17962.28,17962.28,2026-03-07 07:30:00,2026-03-08 07:30:00,MATCHED
TXN_RZP_100191,ORD_INV_200191,UTR_HDFC_800191,Rohit Verma,Wallet,33799.36,33001.69,33001.69,2026-03-07 08:15:00,2026-03-08 08:15:00,MATCHED
TXN_RZP_100192,ORD_INV_200192,UTR_HDFC_800192,Rahul Dravid,Credit Card,31721.13,30972.51,30972.51,2026-03-07 09:00:00,2026-03-08 09:00:00,MATCHED
TXN_RZP_100193,ORD_INV_200193,UTR_HDFC_800193,Nikhil Chopra,Debit Card,37748.82,36857.94,36857.94,2026-03-07 09:45:00,2026-03-08 09:45:00,MATCHED
TXN_RZP_100194,ORD_INV_200194,UTR_HDFC_800194,Pooja Mehta,NetBanking,8155.14,7962.68,7962.68,2026-03-07 10:30:00,2026-03-08 10:30:00,MATCHED
TXN_RZP_100195,ORD_INV_200195,UTR_HDFC_800195,Rhea Kapoor,Credit Card,42686.15,41678.76,41678.76,2026-03-07 11:15:00,2026-03-08 11:15:00,MATCHED
TXN_RZP_100196,ORD_INV_200196,UTR_HDFC_800196,Rohit Verma,NetBanking,39571.45,38637.56,38637.56,2026-03-07 12:00:00,2026-03-08 12:00:00,MATCHED
TXN_RZP_100197,ORD_INV_200197,UTR_HDFC_800197,Karan Singhania,Debit Card,5000.0,4882.0,4882.0,2026-03-07 12:45:00,2026-03-08 12:45:00,MATCHED
TXN_RZP_100198,ORD_INV_200198,UTR_HDFC_800198,Aditya Joshi,Debit Card,28456.33,27784.76,27784.76,2026-03-07 13:30:00,2026-03-08 13:30:00,MATCHED
TXN_RZP_100199,ORD_INV_200199,UNKNOWN,Tanvi Deshmukh,Debit Card,42888.56,41876.39,41756.39,2026-03-07 14:15:00,2026-03-08 14:15:00,EXCEPTION
TXN_RZP_100200,ORD_INV_200200,UTR_HDFC_800200,Nikhil Chopra,NetBanking,18974.19,18526.4,18526.4,2026-03-07 15:00:00,2026-03-08 15:00:00,MATCHED
TXN_RZP_100201,ORD_INV_200201,UTR_HDFC_800201,Rhea Kapoor,UPI,3982.35,3888.36,3888.36,2026-03-07 15:45:00,2026-03-08 15:45:00,MATCHED
TXN_RZP_100202,ORD_INV_200202,UTR_HDFC_800202,Neha Gupta,NetBanking,18335.54,17902.82,17902.82,2026-03-07 16:30:00,2026-03-08 16:30:00,MATCHED
TXN_RZP_100203,ORD_INV_200203,UTR_HDFC_800203,Sneha Kulkarni,Debit Card,13131.53,12821.63,12821.63,2026-03-07 17:15:00,2026-03-08 17:15:00,MATCHED
TXN_RZP_100204,ORD_INV_200204,UTR_HDFC_800204,Aarav Sharma,Wallet,9349.47,9128.82,9128.82,2026-03-07 18:00:00,2026-03-08 18:00:00,MATCHED
TXN_RZP_100205,ORD_INV_200205,UTR_HDFC_800205,Ishaan Khatter,Wallet,23339.6,22788.79,22788.79,2026-03-07 18:45:00,2026-03-08 18:45:00,MATCHED
TXN_RZP_100206,ORD_INV_200206,UTR_HDFC_800206,Vikram Malhotra,Debit Card,21674.7,21163.18,21163.18,2026-03-07 19:30:00,2026-03-08 19:30:00,MATCHED
TXN_RZP_100207,ORD_INV_200207,UTR_HDFC_800207,Siddharth Nair,Wallet,8147.29,7955.01,7955.01,2026-03-07 20:15:00,2026-03-08 20:15:00,MATCHED
TXN_RZP_100208,ORD_INV_200208,UTR_HDFC_800208,Priya Patel,Debit Card,22758.55,22221.45,22221.45,2026-03-07 21:00:00,2026-03-08 21:00:00,MATCHED
TXN_RZP_100209,ORD_INV_200209,UTR_HDFC_800209,Karan Singhania,Debit Card,4654.73,4544.88,4544.88,2026-03-07 21:45:00,2026-03-08 21:45:00,MATCHED
TXN_RZP_100210,ORD_INV_200210,UTR_HDFC_800210,Neha Gupta,Wallet,10163.03,9923.18,9923.18,2026-03-07 22:30:00,2026-03-08 22:30:00,MATCHED
TXN_RZP_100211,ORD_INV_200211,UTR_HDFC_800211,Deepika Sen,NetBanking,822.92,803.5,803.5,2026-03-07 23:15:00,2026-03-08 23:15:00,MATCHED
TXN_RZP_100212,ORD_INV_200212,UTR_HDFC_800212,Ananya Rao,NetBanking,38542.34,37632.74,37632.74,2026-03-08 00:00:00,2026-03-09 00:00:00,MATCHED
TXN_RZP_100213,ORD_INV_200213,UTR_HDFC_800213,Neha Gupta,NetBanking,20476.77,19993.51,19993.51,2026-03-08 00:45:00,2026-03-10 00:45:00,MATCHED
TXN_RZP_100214,ORD_INV_200214,UTR_HDFC_800214,Varun Dhawan,NetBanking,4576.29,4468.28,4468.28,2026-03-08 01:30:00,2026-03-09 01:30:00,MATCHED
TXN_RZP_100215,ORD_INV_200215,UTR_HDFC_800215,Deepika Sen,NetBanking,41557.92,40577.15,40577.15,2026-03-08 02:15:00,2026-03-09 02:15:00,MATCHED
TXN_RZP_100216,ORD_INV_200216,UTR_HDFC_800216,Deepika Sen,Wallet,5030.51,4911.79,4911.79,2026-03-08 03:00:00,2026-03-11 03:00:00,MATCHED
TXN_RZP_100217,ORD_INV_200217,UTR_HDFC_800215,Manish Tiwari,Debit Card,31230.38,30493.34,30493.34,2026-03-08 03:45:00,2026-03-09 03:45:00,EXCEPTION
TXN_RZP_100218,ORD_INV_200218,UTR_HDFC_800218,Priya Patel,UPI,33534.24,32742.84,32742.84,2026-03-08 04:30:00,2026-03-09 04:30:00,MATCHED
TXN_RZP_100219,ORD_INV_200218,UTR_HDFC_800219,Rohit Verma,NetBanking,41913.34,40924.18,40924.18,2026-03-08 05:15:00,2026-03-09 05:15:00,EXCEPTION
TXN_RZP_100220,ORD_INV_200220,UTR_HDFC_800220,Vikram Malhotra,Credit Card,43888.3,42852.53,42852.53,2026-03-08 06:00:00,2026-03-09 06:00:00,MATCHED
TXN_RZP_100221,ORD_INV_200221,UTR_HDFC_800221,Ananya Rao,Debit Card,18892.41,18446.55,12778.83,2026-03-08 06:45:00,2026-03-09 06:45:00,EXCEPTION
TXN_RZP_100222,ORD_INV_200222,UTR_HDFC_800222,Ananya Rao,UPI,24926.34,24338.07,24338.07,2026-03-08 07:30:00,2026-03-09 07:30:00,MATCHED
TXN_RZP_100223,ORD_INV_200223,UTR_HDFC_800223,Karan Singhania,NetBanking,3877.84,3786.32,3786.32,2026-03-08 08:15:00,2026-03-09 08:15:00,MATCHED
TXN_RZP_100224,ORD_INV_200224,UTR_HDFC_800224,Priya Patel,Wallet,23233.56,22685.25,22685.25,2026-03-08 09:00:00,2026-03-09 09:00:00,MATCHED
TXN_RZP_100225,ORD_INV_200225,UTR_HDFC_800225,Deepika Sen,NetBanking,43801.17,42767.47,42767.47,2026-03-08 09:45:00,2026-03-09 09:45:00,MATCHED
TXN_RZP_100226,ORD_INV_200226,UTR_HDFC_800226,Sneha Kulkarni,Debit Card,16157.34,15776.02,15776.02,2026-03-08 10:30:00,2026-03-09 10:30:00,MATCHED
TXN_RZP_100227,ORD_INV_200227,UTR_HDFC_800227,Ananya Rao,Wallet,30974.03,30243.04,0.0,2026-03-08 11:15:00,,EXCEPTION
TXN_RZP_100228,ORD_INV_200228,UTR_HDFC_800228,Rahul Dravid,NetBanking,878.05,857.33,857.33,2026-03-08 12:00:00,2026-03-09 12:00:00,MATCHED
TXN_RZP_100229,ORD_INV_200229,UTR_HDFC_800229,Aditya Joshi,Credit Card,9109.91,8894.91,8894.91,2026-03-08 12:45:00,2026-03-09 12:45:00,MATCHED
TXN_RZP_100230,ORD_INV_200230,UTR_HDFC_800230,Nikhil Chopra,NetBanking,22896.36,22356.0,22356.0,2026-03-08 13:30:00,2026-03-09 13:30:00,MATCHED
TXN_RZP_100231,ORD_INV_200231,UTR_HDFC_800231,Nikhil Chopra,UPI,10360.32,10115.81,10115.81,2026-03-08 14:15:00,2026-03-09 14:15:00,MATCHED
TXN_RZP_100232,ORD_INV_200232,UTR_HDFC_800232,Manish Tiwari,UPI,15294.65,14933.7,14933.7,2026-03-08 15:00:00,2026-03-09 15:00:00,MATCHED
TXN_RZP_100233,ORD_INV_200233,UTR_HDFC_800233,Neha Gupta,NetBanking,41259.43,40285.71,40285.71,2026-03-08 15:45:00,2026-03-09 15:45:00,MATCHED
TXN_RZP_100234,ORD_INV_200234,UTR_HDFC_800234,Manish Tiwari,Wallet,15724.18,15353.09,14953.09,2026-03-08 16:30:00,2026-03-09 16:30:00,EXCEPTION
TXN_RZP_100235,ORD_INV_200235,UTR_HDFC_800235,Tanvi Deshmukh,NetBanking,19910.31,19440.42,19440.42,2026-03-08 17:15:00,2026-03-09 17:15:00,MATCHED
TXN_RZP_100236,ORD_INV_200236,UTR_HDFC_800236,Vikram Malhotra,NetBanking,44417.14,43368.9,43368.9,2026-03-08 18:00:00,2026-03-09 18:00:00,MATCHED
TXN_RZP_100237,ORD_INV_200237,UTR_HDFC_800237,Aarav Sharma,Debit Card,12080.07,11794.98,11794.98,2026-03-08 18:45:00,2026-03-09 18:45:00,MATCHED
TXN_RZP_100238,ORD_INV_200238,UTR_HDFC_800238,Rahul Dravid,Credit Card,36699.73,35833.62,35833.62,2026-03-08 19:30:00,2026-03-09 19:30:00,MATCHED
TXN_RZP_100239,ORD_INV_200239,UTR_HDFC_800239,Siddharth Nair,NetBanking,14465.87,14124.47,14124.47,2026-03-08 20:15:00,2026-03-09 20:15:00,MATCHED
TXN_RZP_100240,ORD_INV_200240,UTR_HDFC_800240,Tanvi Deshmukh,Wallet,16033.41,15655.02,15655.02,2026-03-08 21:00:00,2026-03-09 21:00:00,MATCHED
TXN_RZP_100241,ORD_INV_200241,UTR_HDFC_800241,Nikhil Chopra,NetBanking,14987.47,14633.76,14633.76,2026-03-08 21:45:00,2026-03-09 21:45:00,MATCHED
TXN_RZP_100242,ORD_INV_200242,UTR_HDFC_800242,Aarav Sharma,Debit Card,21106.54,20608.43,20608.43,2026-03-08 22:30:00,2026-03-09 22:30:00,MATCHED
TXN_RZP_100243,ORD_INV_200243,UTR_HDFC_800243,Rohit Verma,UPI,17798.0,17377.97,17377.97,2026-03-08 23:15:00,2026-03-09 23:15:00,MATCHED
TXN_RZP_100244,ORD_INV_200244,UNKNOWN,Manish Tiwari,Debit Card,6983.88,6819.06,0.0,2026-03-09 00:00:00,,EXCEPTION
TXN_RZP_100245,ORD_INV_200245,UTR_HDFC_800245,Aarav Sharma,NetBanking,39214.92,38289.45,38289.45,2026-03-09 00:45:00,2026-03-10 00:45:00,MATCHED
TXN_RZP_100246,ORD_INV_200246,UTR_HDFC_800246,Tanvi Deshmukh,UPI,2581.56,2520.64,2520.64,2026-03-09 01:30:00,2026-03-10 01:30:00,MATCHED
TXN_RZP_100247,ORD_INV_200247,UTR_HDFC_800247,Neha Gupta,Credit Card,34773.79,33953.12,33953.12,2026-03-09 02:15:00,2026-03-10 02:15:00,MATCHED
TXN_RZP_100248,ORD_INV_200248,UTR_HDFC_800248,Deepika Sen,Credit Card,30485.61,29766.15,29766.15,2026-03-09 03:00:00,2026-03-10 03:00:00,MATCHED
TXN_RZP_100249,ORD_INV_200249,UTR_HDFC_800249,Manish Tiwari,Wallet,20104.7,19630.23,19630.23,2026-03-09 03:45:00,2026-03-10 03:45:00,MATCHED
TXN_RZP_100250,ORD_INV_200250,UTR_HDFC_800250,Siddharth Nair,UPI,11779.35,11501.35,11501.35,2026-03-09 04:30:00,2026-03-10 04:30:00,MATCHED
TXN_RZP_100251,ORD_INV_200251,UTR_HDFC_800251,Sneha Kulkarni,UPI,37468.42,36584.16,36584.16,2026-03-09 05:15:00,2026-03-10 05:15:00,MATCHED
TXN_RZP_100252,ORD_INV_200252,UTR_HDFC_800252,Tanvi Deshmukh,Debit Card,36724.76,35858.05,35858.05,2026-03-09 06:00:00,2026-03-10 06:00:00,MATCHED
TXN_RZP_100253,ORD_INV_200253,UTR_HDFC_800253,Vikram Malhotra,UPI,12956.29,12650.52,12650.52,2026-03-09 06:45:00,2026-03-10 06:45:00,MATCHED
TXN_RZP_100254,ORD_INV_200254,UTR_HDFC_800254,Nikhil Chopra,Debit Card,2565.29,2504.74,2504.74,2026-03-09 07:30:00,2026-03-10 07:30:00,MATCHED
TXN_RZP_100255,ORD_INV_200255,UTR_HDFC_800255,Varun Dhawan,Credit Card,15449.79,15085.17,15085.17,2026-03-09 08:15:00,2026-03-10 08:15:00,MATCHED
TXN_RZP_100256,ORD_INV_200256,UTR_HDFC_800256,Tanvi Deshmukh,Wallet,23225.76,22677.63,22677.63,2026-03-09 09:00:00,2026-03-10 09:00:00,MATCHED
TXN_RZP_100257,ORD_INV_200257,UTR_HDFC_800257,Varun Dhawan,Wallet,42810.32,41799.99,41799.99,2026-03-09 09:45:00,2026-03-10 09:45:00,MATCHED
TXN_RZP_100258,ORD_INV_200258,UTR_HDFC_800258,Karan Singhania,Credit Card,36168.25,35314.67,35314.67,2026-03-09 10:30:00,2026-03-10 10:30:00,MATCHED
TXN_RZP_100259,ORD_INV_200259,UTR_HDFC_800259,Sneha Kulkarni,NetBanking,22587.63,22054.56,22054.56,2026-03-09 11:15:00,2026-03-10 11:15:00,MATCHED
TXN_RZP_100260,ORD_INV_200260,UTR_HDFC_800260,Tanvi Deshmukh,NetBanking,33014.48,32235.34,32235.34,2026-03-09 12:00:00,2026-03-10 12:00:00,MATCHED
TXN_RZP_100261,ORD_INV_200261,UTR_HDFC_800261,Neha Gupta,Debit Card,35883.68,35036.83,34401.68,2026-03-09 12:45:00,2026-03-10 12:45:00,EXCEPTION
TXN_RZP_100262,ORD_INV_200262,UTR_HDFC_800262,Sneha Kulkarni,Wallet,29976.56,29269.11,29269.11,2026-03-09 13:30:00,2026-03-10 13:30:00,MATCHED
TXN_RZP_100263,ORD_INV_200263,UTR_HDFC_800263,Manish Tiwari,NetBanking,22284.01,21758.11,21758.11,2026-03-09 14:15:00,2026-03-10 14:15:00,MATCHED
TXN_RZP_100264,ORD_INV_200264,UTR_HDFC_800264,Sneha Kulkarni,Credit Card,24009.49,23442.87,23442.87,2026-03-09 15:00:00,2026-03-10 15:00:00,MATCHED
TXN_RZP_100265,ORD_INV_200265,UTR_HDFC_800265,Ananya Rao,Debit Card,3781.5,3692.26,3692.26,2026-03-09 15:45:00,2026-03-10 15:45:00,MATCHED
TXN_RZP_100266,ORD_INV_200266,UTR_HDFC_800266,Rhea Kapoor,Credit Card,25424.5,24824.48,24824.48,2026-03-09 16:30:00,2026-03-10 16:30:00,MATCHED
TXN_RZP_100267,ORD_INV_200267,UTR_HDFC_800267,Aditya Joshi,Wallet,31023.05,30290.91,30290.91,2026-03-09 17:15:00,2026-03-10 17:15:00,MATCHED
TXN_RZP_100268,ORD_INV_200268,UTR_HDFC_800268,Vikram Malhotra,Debit Card,5457.37,5328.57,5316.07,2026-03-09 18:00:00,2026-03-10 18:00:00,EXCEPTION
TXN_RZP_100269,ORD_INV_200269,UTR_HDFC_800269,Ishaan Khatter,Credit Card,9164.14,8947.87,8947.87,2026-03-09 18:45:00,2026-03-10 18:45:00,MATCHED
TXN_RZP_100270,ORD_INV_200270,UTR_HDFC_800270,Rahul Dravid,NetBanking,15274.76,14914.27,14914.27,2026-03-09 19:30:00,2026-03-10 19:30:00,MATCHED
TXN_RZP_100271,ORD_INV_200271,UTR_HDFC_800271,Neha Gupta,NetBanking,32119.79,31361.76,31361.76,2026-03-09 20:15:00,2026-03-10 20:15:00,MATCHED
TXN_RZP_100272,ORD_INV_200272,UTR_HDFC_800272,Karan Singhania,UPI,24162.87,23592.62,23592.62,2026-03-09 21:00:00,2026-03-10 21:00:00,MATCHED
TXN_RZP_100273,ORD_INV_200273,UTR_HDFC_800273,Ishaan Khatter,Debit Card,33333.08,32546.42,32496.42,2026-03-09 21:45:00,2026-03-10 21:45:00,EXCEPTION
TXN_RZP_100274,ORD_INV_200274,UTR_HDFC_800274,Deepika Sen,UPI,1402.15,1369.06,1369.06,2026-03-09 22:30:00,2026-03-10 22:30:00,MATCHED
TXN_RZP_100275,ORD_INV_200275,UTR_HDFC_800275,Rahul Dravid,NetBanking,9056.04,8842.32,8842.32,2026-03-09 23:15:00,2026-03-10 23:15:00,MATCHED
TXN_RZP_100276,ORD_INV_200276,UTR_HDFC_800276,Rahul Dravid,UPI,20811.26,20320.11,20320.11,2026-03-10 00:00:00,2026-03-11 00:00:00,MATCHED
TXN_RZP_100277,ORD_INV_200277,UTR_HDFC_800277,Varun Dhawan,Debit Card,37454.57,36570.64,36570.64,2026-03-10 00:45:00,2026-03-11 00:45:00,MATCHED
TXN_RZP_100278,ORD_INV_200278,UTR_HDFC_800278,Nikhil Chopra,NetBanking,1022.97,998.83,998.83,2026-03-10 01:30:00,2026-03-11 01:30:00,MATCHED
TXN_RZP_100279,ORD_INV_200279,UTR_HDFC_800279,Tanvi Deshmukh,UPI,3375.67,3296.01,3296.01,2026-03-10 02:15:00,2026-03-11 02:15:00,MATCHED
TXN_RZP_100280,ORD_INV_200280,UTR_HDFC_800280,Neha Gupta,Debit Card,7438.31,7262.76,7262.76,2026-03-10 03:00:00,2026-03-11 03:00:00,MATCHED
TXN_RZP_100281,ORD_INV_200281,UTR_HDFC_800281,Tanvi Deshmukh,Wallet,24865.68,24278.85,24278.85,2026-03-10 03:45:00,2026-03-11 03:45:00,MATCHED
TXN_RZP_100282,ORD_INV_200282,UTR_HDFC_800282,Pooja Mehta,Debit Card,30156.55,29444.86,29444.86,2026-03-10 04:30:00,2026-03-11 04:30:00,MATCHED
TXN_RZP_100283,ORD_INV_200283,UTR_HDFC_800283,Nikhil Chopra,UPI,31582.94,30837.58,30837.58,2026-03-10 05:15:00,2026-03-11 05:15:00,MATCHED
TXN_RZP_100284,ORD_INV_200284,UTR_HDFC_800284,Priya Patel,NetBanking,6778.46,6618.49,6618.49,2026-03-10 06:00:00,2026-03-11 06:00:00,MATCHED
TXN_RZP_100285,ORD_INV_200285,UTR_HDFC_800285,Aditya Joshi,NetBanking,15152.14,14794.55,14794.55,2026-03-10 06:45:00,2026-03-11 06:45:00,MATCHED
TXN_RZP_100286,ORD_INV_200286,UTR_HDFC_800286,Varun Dhawan,NetBanking,39469.08,38537.61,38537.61,2026-03-10 07:30:00,2026-03-11 07:30:00,MATCHED
TXN_RZP_100287,ORD_INV_200287,UTR_HDFC_800287,Pooja Mehta,UPI,17706.98,17289.09,17289.09,2026-03-10 08:15:00,2026-03-11 08:15:00,MATCHED
TXN_RZP_100288,ORD_INV_200288,UTR_HDFC_800288,Priya Patel,Debit Card,34229.29,33421.47,33421.47,2026-03-10 09:00:00,2026-03-11 09:00:00,MATCHED
TXN_RZP_100289,ORD_INV_200289,UTR_HDFC_800289,Nikhil Chopra,Credit Card,43185.58,42166.4,42166.4,2026-03-10 09:45:00,2026-03-11 09:45:00,MATCHED
TXN_RZP_100290,ORD_INV_200290,UTR_HDFC_800290,Ananya Rao,NetBanking,24354.32,23779.55,23779.55,2026-03-10 10:30:00,2026-03-11 10:30:00,MATCHED
TXN_RZP_100291,ORD_INV_200291,UTR_HDFC_800291,Aditya Joshi,NetBanking,11137.07,10874.24,10874.24,2026-03-10 11:15:00,2026-03-11 11:15:00,MATCHED
TXN_RZP_100292,ORD_INV_200292,UTR_HDFC_800292,Ishaan Khatter,Credit Card,12324.89,12034.02,12034.02,2026-03-10 12:00:00,2026-03-11 12:00:00,MATCHED
TXN_RZP_100293,ORD_INV_200293,UTR_HDFC_800293,Priya Patel,Wallet,33821.93,33023.73,33023.73,2026-03-10 12:45:00,2026-03-11 12:45:00,MATCHED
