invoice_id,order_id,customer_name,gross_order_value,created_at,merchant_id,tax_amount,net_receivable,status
INV_2026_300182,ORD_INV_200182,Nikhil Chopra,40910.57,2026-03-07 01:30:00,MID_RAZORPAY_8839,7363.9,39945.08,INVOICED
INV_2026_300183,ORD_INV_200183,Rohit Verma,7758.45,2026-03-07 02:15:00,MID_RAZORPAY_8839,1396.52,7575.35,INVOICED
INV_2026_300184,ORD_INV_200184,Pooja Mehta,19958.2,2026-03-07 03:00:00,MID_RAZORPAY_8839,3592.48,19487.19,INVOICED
INV_2026_300185,ORD_INV_200185,Varun Dhawan,42440.49,2026-03-07 03:45:00,MID_RAZORPAY_8839,7639.29,41438.89,INVOICED
INV_2026_300186,ORD_INV_200186,Tanvi Deshmukh,19895.93,2026-03-07 04:30:00,MID_RAZORPAY_8839,3581.27,19426.38,INVOICED
INV_2026_300187,ORD_INV_200187,Rahul Dravid,33146.94,2026-03-07 05:15:00,MID_RAZORPAY_8839,5966.45,32364.67,INVOICED
INV_2026_300188,ORD_INV_200188,Rahul Dravid,4427.75,2026-03-07 06:00:00,MID_RAZORPAY_8839,797.0,4323.25,INVOICED
INV_2026_300189,ORD_INV_200189,Meera Nambiar,44980.91,2026-03-07 06:45:00,MID_RAZORPAY_8839,8096.56,43919.36,INVOICED
INV_2026_300190,ORD_INV_200190,Aditya Joshi,34422.82,2026-03-07 07:30:00,MID_RAZORPAY_8839,6196.11,33610.44,INVOICED
INV_2026_300191,ORD_INV_200191,Deepika Sen,41252.65,2026-03-07 08:15:00,MID_RAZORPAY_8839,7425.48,40279.09,INVOICED
INV_2026_300192,ORD_INV_200192,Deepika Sen,28693.14,2026-03-07 09:00:00,MID_RAZORPAY_8839,5164.77,28015.99,INVOICED
INV_2026_300193,ORD_INV_200193,Ishaan Khatter,15886.46,2026-03-07 09:45:00,MID_RAZORPAY_8839,2859.56,15511.54,INVOICED
INV_2026_300194,ORD_INV_200194,Karan Singhania,38647.78,2026-03-07 10:30:00,MID_RAZORPAY_8839,6956.6,37735.69,INVOICED
INV_2026_300195,ORD_INV_200195,Karan Singhania,13218.92,2026-03-07 11:15:00,MID_RAZORPAY_8839,2379.41,12906.95,INVOICED
INV_2026_300196,ORD_INV_200196,Manish Tiwari,20657.98,2026-03-07 12:00:00,MID_RAZORPAY_8839,3718.44,20170.45,INVOICED
INV_2026_300197,ORD_INV_200197,Karan Singhania,5525.9,2026-03-07 12:45:00,MID_RAZORPAY_8839,994.66,5395.49,INVOICED
INV_2026_300198,ORD_INV_200198,Manish Tiwari,29714.54,2026-03-07 13:30:00,MID_RAZORPAY_8839,5348.62,29013.28,INVOICED
INV_2026_300199,ORD_INV_200199,Nikhil Chopra,2770.21,2026-03-07 14:15:00,MID_RAZORPAY_8839,498.64,2704.84,INVOICED
INV_2026_300200,ORD_INV_200200,Tanvi Deshmukh,28274.5,2026-03-07 15:00:00,MID_RAZORPAY_8839,5089.41,27607.22,INVOICED
INV_2026_300201,ORD_INV_200201,Priya Patel,24872.66,2026-03-07 15:45:00,MID_RAZORPAY_8839,4477.08,24285.67,INVOICED
INV_2026_300202,ORD_INV_200202,Pooja Mehta,5771.67,2026-03-07 16:30:00,MID_RAZORPAY_8839,1038.9,5635.46,INVOICED
INV_2026_300203,ORD_INV_200203,Rahul Dravid,14224.99,2026-03-07 17:15:00,MID_RAZORPAY_8839,2560.5,13889.28,INVOICED
INV_2026_300204,ORD_INV_200204,Aarav Sharma,4511.79,2026-03-07 18:00:00,MID_RAZORPAY_8839,812.12,4405.31,INVOICED
INV_2026_300205,ORD_INV_200205,Ananya Rao,29270.24,2026-03-07 18:45:00,MID_RAZORPAY_8839,5268.64,28579.47,INVOICED
INV_2026_300206,ORD_INV_200206,Rohit Verma,23071.14,2026-03-07 19:30:00,MID_RAZORPAY_8839,4152.81,22526.66,INVOICED
INV_2026_300207,ORD_INV_200207,Aditya Joshi,44117.92,2026-03-07 20:15:00,MID_RAZORPAY_8839,7941.23,43076.74,INVOICED
INV_2026_300208,ORD_INV_200208,Sneha Kulkarni,17477.12,2026-03-07 21:00:00,MID_RAZORPAY_8839,3145.88,17064.66,INVOICED
INV_2026_300209,ORD_INV_200209,Rahul Dravid,38928.8,2026-03-07 21:45:00,MID_RAZORPAY_8839,7007.18,38010.08,INVOICED
INV_2026_300210,ORD_INV_200210,Aditya Joshi,42064.19,2026-03-07 22:30:00,MID_RAZORPAY_8839,7571.55,41071.48,INVOICED
INV_2026_300211,ORD_INV_200211,Tanvi Deshmukh,12978.76,2026-03-07 23:15:00,MID_RAZORPAY_8839,2336.18,12672.46,INVOICED
INV_2026_300212,ORD_INV_200212,Pooja Mehta,38983.89,2026-03-08 00:00:00,MID_RAZORPAY_8839,7017.1,38063.87,INVOICED
INV_2026_300213,ORD_INV_200213,Varun Dhawan,15759.78,2026-03-08 00:45:00,MID_RAZORPAY_8839,2836.76,15387.84,INVOICED
INV_2026_300214,ORD_INV_200214,Nikhil Chopra,20681.14,2026-03-08 01:30:00,MID_RAZORPAY_8839,3722.61,20193.07,INVOICED
INV_2026_300215,ORD_INV_200215,Karan Singhania,25880.76,2026-03-08 02:15:00,MID_RAZORPAY_8839,4658.54,25269.97,INVOICED
INV_2026_300216,ORD_INV_200215,Sneha Kulkarni,14556.57,2026-03-08 03:00:00,MID_RAZORPAY_8839,2620.18,14213.04,INVOICED
INV_2026_300217,ORD_INV_200217,Ishaan Khatter,44482.69,2026-03-08 03:45:00,MID_RAZORPAY_8839,8006.88,43432.9,INVOICED
INV_2026_300218,ORD_INV_200218,Rohit Verma,5986.9,2026-03-08 04:30:00,MID_RAZORPAY_8839,1077.64,5845.61,INVOICED
INV_2026_300219,ORD_INV_200219,Meera Nambiar,39382.6,2026-03-08 05:15:00,MID_RAZORPAY_8839,7088.87,38453.17,INVOICED
INV_2026_300220,ORD_INV_200220,Varun Dhawan,1035.27,2026-03-08 06:00:00,MID_RAZORPAY_8839,186.35,1010.83,INVOICED
INV_2026_300221,ORD_INV_200221,Rohit Verma,3691.08,2026-03-08 06:45:00,MID_RAZORPAY_8839,664.39,3603.97,INVOICED
INV_2026_300222,ORD_INV_200222,Aditya Joshi,29365.21,2026-03-08 07:30:00,MID_RAZORPAY_8839,5285.74,28672.2,INVOICED
INV_2026_300223,ORD_INV_200223,Karan Singhania,42952.33,2026-03-08 08:15:00,MID_RAZORPAY_8839,7731.42,41938.65,INVOICED
INV_2026_300224,ORD_INV_200224,Ishaan Khatter,27919.56,2026-03-08 09:00:00,MID_RAZORPAY_8839,5025.52,27260.66,INVOICED
INV_2026_300225,ORD_INV_200225,Sneha Kulkarni,33693.12,2026-03-08 09:45:00,MID_RAZORPAY_8839,6064.76,32897.97,INVOICED
INV_2026_300226,ORD_INV_200226,Rhea Kapoor,20160.25,2026-03-08 10:30:00,MID_RAZORPAY_8839,3628.85,19684.46,INVOICED
INV_2026_300227,ORD_INV_200227,Pooja Mehta,14833.33,2026-03-08 11:15:00,MID_RAZORPAY_8839,2670.0,14483.26,INVOICED
INV_2026_300228,ORD_INV_200228,Priya Patel,17086.65,2026-03-08 12:00:00,MID_RAZORPAY_8839,3075.6,16683.41,INVOICED
INV_2026_300229,ORD_INV_200229,Rohit Verma,25618.69,2026-03-08 12:45:00,MID_RAZORPAY_8839,4611.36,25014.09,INVOICED
INV_2026_300230,ORD_INV_200230,Deepika Sen,3875.94,2026-03-08 13:30:00,MID_RAZORPAY_8839,697.67,3784.47,INVOICED
INV_2026_300231,ORD_INV_200231,Manish Tiwari,22570.84,2026-03-08 14:15:00,MID_RAZORPAY_8839,4062.75,22038.16,INVOICED
INV_2026_300232,ORD_INV_200232,Meera Nambiar,20940.34,2026-03-08 15:00:00,MID_RAZORPAY_8839,3769.26,20446.14,INVOICED
INV_2026_300233,ORD_INV_200233,Aditya Joshi,30124.44,2026-03-08 15:45:00,MID_RAZORPAY_8839,5422.4,29413.5,INVOICED
INV_2026_300234,ORD_INV_200234,Varun Dhawan,3647.93,2026-03-08 16:30:00,MID_RAZORPAY_8839,656.63,3561.84,INVOICED
INV_2026_300235,ORD_INV_200235,Neha Gupta,28878.61,2026-03-08 17:15:00,MID_RAZORPAY_8839,5198.15,28197.08,INVOICED
INV_2026_300236,ORD_INV_200236,Rhea Kapoor,38092.82,2026-03-08 18:00:00,MID_RAZORPAY_8839,6856.71,37193.83,INVOICED
INV_2026_300237,ORD_INV_200237,Siddharth Nair,5112.07,2026-03-08 18:45:00,MID_RAZORPAY_8839,920.17,4991.43,INVOICED
INV_2026_300238,ORD_INV_200238,Manish Tiwari,26015.35,2026-03-08 19:30:00,MID_RAZORPAY_8839,4682.76,25401.38,INVOICED
INV_2026_300239,ORD_INV_200239,Pooja Mehta,12605.55,2026-03-08 20:15:00,MID_RAZORPAY_8839,2269.0,12308.06,INVOICED
INV_2026_300240,ORD_INV_200240,Meera Nambiar,37536.26,2026-03-08 21:00:00,MID_RAZORPAY_8839,6756.53,36650.4,INVOICED
INV_2026_300241,ORD_INV_200241,Pooja Mehta,10128.55,2026-03-08 21:45:00,MID_RAZORPAY_8839,1823.14,9889.52,INVOICED
INV_2026_300242,ORD_INV_200242,Siddharth Nair,30612.18,2026-03-08 22:30:00,MID_RAZORPAY_8839,5510.19,29889.74,INVOICED
INV_2026_300243,ORD_INV_200243,Rohit Verma,14143.85,2026-03-08 23:15:00,MID_RAZORPAY_8839,2545.89,13810.05,INVOICED
INV_2026_300244,ORD_INV_200244,Varun Dhawan,33049.86,2026-03-09 00:00:00,MID_RAZORPAY_8839,5948.97,32269.88,INVOICED
INV_2026_300245,ORD_INV_200245,Vikram Malhotra,33725.02,2026-03-09 00:45:00,MID_RAZORPAY_8839,6070.5,32929.11,INVOICED
INV_2026_300246,ORD_INV_200246,Deepika Sen,35467.8,2026-03-09 01:30:00,MID_RAZORPAY_8839,6384.2,34630.76,INVOICED
INV_2026_300247,ORD_INV_200247,Neha Gupta,37430.6,2026-03-09 02:15:00,MID_RAZORPAY_8839,6737.51,36547.24,INVOICED
INV_2026_300248,ORD_INV_200248,Aditya Joshi,33683.88,2026-03-09 03:00:00,MID_RAZORPAY_8839,6063.1,32888.94,INVOICED
INV_2026_300249,ORD_INV_200249,Karan Singhania,43343.19,2026-03-09 03:45:00,MID_RAZORPAY_8839,7801.77,42320.3,INVOICED
INV_2026_300250,ORD_INV_200250,Rohit Verma,43538.59,2026-03-09 04:30:00,MID_RAZORPAY_8839,7836.95,42511.08,INVOICED
INV_2026_300251,ORD_INV_200251,Nikhil Chopra,35653.95,2026-03-09 05:15:00,MID_RAZORPAY_8839,6417.71,34812.52,INVOICED
INV_2026_300252,ORD_INV_200252,Aarav Sharma,20656.2,2026-03-09 06:00:00,MID_RAZORPAY_8839,3718.12,20168.72,INVOICED
INV_2026_300253,ORD_INV_200253,Aditya Joshi,37070.93,2026-03-09 06:45:00,MID_RAZORPAY_8839,6672.77,36196.05,INVOICED
INV_2026_300254,ORD_INV_200254,Neha Gupta,21401.44,2026-03-09 07:30:00,MID_RAZORPAY_8839,3852.26,20896.36,INVOICED
INV_2026_300255,ORD_INV_200255,Rahul Dravid,41216.18,2026-03-09 08:15:00,MID_RAZORPAY_8839,7418.91,40243.48,INVOICED
INV_2026_300256,ORD_INV_200256,Sneha Kulkarni,40954.16,2026-03-09 09:00:00,MID_RAZORPAY_8839,7371.75,39987.65,INVOICED
INV_2026_300257,ORD_INV_200257,Pooja Mehta,6591.04,2026-03-09 09:45:00,MID_RAZORPAY_8839,1186.39,6435.49,INVOICED
INV_2026_300258,ORD_INV_200258,Priya Patel,5534.78,2026-03-09 10:30:00,MID_RAZORPAY_8839,996.26,5404.15,INVOICED
INV_2026_300259,ORD_INV_200259,Sneha Kulkarni,17703.04,2026-03-09 11:15:00,MID_RAZORPAY_8839,3186.55,17285.25,INVOICED
INV_2026_300260,ORD_INV_200260,Neha Gupta,26574.75,2026-03-09 12:00:00,MID_RAZORPAY_8839,4783.46,25947.58,INVOICED
INV_2026_300261,ORD_INV_200261,Rohit Verma,37574.4,2026-03-09 12:45:00,MID_RAZORPAY_8839,6763.39,36687.64,INVOICED
INV_2026_300262,ORD_INV_200262,Rahul Dravid,1810.78,2026-03-09 13:30:00,MID_RAZORPAY_8839,325.94,1768.04,INVOICED
INV_2026_300263,ORD_INV_200263,Neha Gupta,20205.67,2026-03-09 14:15:00,MID_RAZORPAY_8839,3637.02,19728.82,INVOICED
INV_2026_300264,ORD_INV_200264,Sneha Kulkarni,44148.42,2026-03-09 15:00:00,MID_RAZORPAY_8839,7946.72,43106.52,INVOICED
INV_2026_300265,ORD_INV_200265,Neha Gupta,3053.56,2026-03-09 15:45:00,MID_RAZORPAY_8839,549.64,2981.5,INVOICED
INV_2026_300266,ORD_INV_200266,Aditya Joshi,42723.33,2026-03-09 16:30:00,MID_RAZORPAY_8839,7690.2,41715.06,INVOICED
INV_2026_300267,ORD_INV_200267,Varun Dhawan,29002.1,2026-03-09 17:15:00,MID_RAZORPAY_8839,5220.38,28317.65,INVOICED
INV_2026_300268,ORD_INV_200268,Rahul Dravid,35480.38,2026-03-09 18:00:00,MID_RAZORPAY_8839,6386.47,34643.04,INVOICED
INV_2026_300269,ORD_INV_200269,Sneha Kulkarni,3413.44,2026-03-09 18:45:00,MID_RAZORPAY_8839,614.42,3332.88,INVOICED
INV_2026_300270,ORD_INV_200270,Nikhil Chopra,36652.82,2026-03-09 19:30:00,MID_RAZORPAY_8839,6597.51,35787.81,INVOICED
INV_2026_300271,ORD_INV_200271,Sneha Kulkarni,35562.94,2026-03-09 20:15:00,MID_RAZORPAY_8839,6401.33,34723.65,INVOICED
INV_2026_300272,ORD_INV_200272,Rahul Dravid,38677.83,2026-03-09 21:00:00,MID_RAZORPAY_8839,6962.01,37765.03,INVOICED
INV_2026_300273,ORD_INV_200273,Rohit Verma,36003.64,2026-03-09 21:45:00,MID_RAZORPAY_8839,6480.66,35153.96,INVOICED
INV_2026_300274,ORD_INV_200274,Ananya Rao,1013.51,2026-03-09 22:30:00,MID_RAZORPAY_8839,182.43,989.59,INVOICED
INV_2026_300275,ORD_INV_200275,Sneha Kulkarni,1054.63,2026-03-09 23:15:00,MID_RAZORPAY_8839,189.83,1029.74,INVOICED
INV_2026_300276,ORD_INV_200276,Aditya Joshi,33467.71,2026-03-10 00:00:00,MID_RAZORPAY_8839,6024.19,32677.88,INVOICED
INV_2026_300277,ORD_INV_200277,Tanvi Deshmukh,21614.38,2026-03-10 00:45:00,MID_RAZORPAY_8839,3890.59,21104.28,INVOICED
INV_2026_300278,ORD_INV_200278,Neha Gupta,20532.04,2026-03-10 01:30:00,MID_RAZORPAY_8839,3695.77,20047.48,INVOICED
INV_2026_300279,ORD_INV_200279,Sneha Kulkarni,32821.4,2026-03-10 02:15:00,MID_RAZORPAY_8839,5907.85,32046.81,INVOICED
INV_2026_300280,ORD_INV_200280,Tanvi Deshmukh,29075.16,2026-03-10 03:00:00,MID_RAZORPAY_8839,5233.53,28388.99,INVOICED
INV_2026_300281,ORD_INV_200281,Aarav Sharma,38181.88,2026-03-10 03:45:00,MID_RAZORPAY_8839,6872.74,37280.78,INVOICED
INV_2026_300282,ORD_INV_200282,Rhea Kapoor,32158.72,2026-03-10 04:30:00,MID_RAZORPAY_8839,5788.57,31399.78,INVOICED
INV_2026_300283,ORD_INV_200283,Varun Dhawan,14732.29,2026-03-10 05:15:00,MID_RAZORPAY_8839,2651.81,14384.6,INVOICED
INV_2026_300284,ORD_INV_200284,Rohit Verma,12629.46,2026-03-10 06:00:00,MID_RAZORPAY_8839,2273.3,12331.4,INVOICED
INV_2026_300285,ORD_INV_200285,Meera Nambiar,17357.38,2026-03-10 06:45:00,MID_RAZORPAY_8839,3124.33,16947.74,INVOICED
INV_2026_300286,ORD_INV_200286,Rahul Dravid,20608.39,2026-03-10 07:30:00,MID_RAZORPAY_8839,3709.51,20122.03,INVOICED
INV_2026_300287,ORD_INV_200287,Rahul Dravid,35761.74,2026-03-10 08:15:00,MID_RAZORPAY_8839,6437.11,34917.77,INVOICED
INV_2026_300288,ORD_INV_200288,Ananya Rao,19552.62,2026-03-10 09:00:00,MID_RAZORPAY_8839,3519.47,19091.18,INVOICED
INV_2026_300289,ORD_INV_200289,Sneha Kulkarni,37294.27,2026-03-10 09:45:00,MID_RAZORPAY_8839,6712.97,36414.12,INVOICED
INV_2026_300290,ORD_INV_200290,Manish Tiwari,14305.28,2026-03-10 10:30:00,MID_RAZORPAY_8839,2574.95,13967.67,INVOICED
INV_2026_300291,ORD_INV_200291,Karan Singhania,42927.91,2026-03-10 11:15:00,MID_RAZORPAY_8839,7727.02,41914.81,INVOICED
INV_2026_300292,ORD_INV_200292,Ishaan Khatter,37488.61,2026-03-10 12:00:00,MID_RAZORPAY_8839,6747.95,36603.88,INVOICED
INV_2026_300293,ORD_INV_200293,Vikram Malhotra,33595.9,2026-03-10 12:45:00,MID_RAZORPAY_8839,6047.26,32803.03,INVOICED
INV_2026_300294,ORD_INV_200294,Neha Gupta,26535.67,2026-03-10 13:30:00,MID_RAZORPAY_8839,4776.42,25909.43,INVOICED
INV_2026_300295,ORD_INV_200295,Nikhil Chopra,30266.09,2026-03-10 14:15:00,MID_RAZORPAY_8839,5447.9,29551.81,INVOICED
INV_2026_300296,ORD_INV_200296,Rhea Kapoor,39110.31,2026-03-10 15:00:00,MID_RAZORPAY_8839,7039.86,38187.3,INVOICED
INV_2026_300297,ORD_INV_200297,Priya Patel,16051.0,2026-03-10 15:45:00,MID_RAZORPAY_8839,2889.18,15672.2,INVOICED
INV_2026_300298,ORD_INV_200298,Meera Nambiar,7258.7,2026-03-10 16:30:00,MID_RAZORPAY_8839,1306.57,7087.4,INVOICED
INV_2026_300299,ORD_INV_200299,Ishaan Khatter,15982.59,2026-03-10 17:15:00,MID_RAZORPAY_8839,2876.87,15605.4,INVOICED
INV_2026_300300,ORD_INV_200300,Nikhil Chopra,34400.34,2026-03-10 18:00:00,MID_RAZORPAY_8839,6192.06,33588.49,INVOICED
INV_2026_300301,ORD_INV_200301,Meera Nambiar,38086.18,2026-03-10 18:45:00,MID_RAZORPAY_8839,6855.51,37187.35,INVOICED
INV_2026_300302,ORD_INV_200302,Rahul Dravid,27541.62,2026-03-10 19:30:00,MID_RAZORPAY_8839,4957.49,26891.64,INVOICED
INV_2026_300303,ORD_INV_200303,Aditya Joshi,12551.52,2026-03-10 20:15:00,MID_RAZORPAY_8839,2259.27,12255.3,INVOICED
INV_2026_300304,ORD_INV_200304,Pooja Mehta,622.62,2026-03-10 21:00:00,MID_RAZORPAY_8839,112.07,607.93,INVOICED
INV_2026_300305,ORD_INV_200305,Rohit Verma,3456.99,2026-03-10 21:45:00,MID_RAZORPAY_8839,622.26,3375.4,INVOICED
INV_2026_300306,ORD_INV_200306,Aarav Sharma,17147.08,2026-03-10 22:30:00,MID_RAZORPAY_8839,3086.47,16742.41,INVOICED
INV_2026_300307,ORD_INV_200307,Varun Dhawan,16872.87,2026-03-10 23:15:00,MID_RAZORPAY_8839,3037.12,16474.67,INVOICED
INV_2026_300308,ORD_INV_200308,Karan Singhania,39791.23,2026-03-11 00:00:00,MID_RAZORPAY_8839,7162.42,38852.16,INVOICED
INV_2026_300309,ORD_INV_200309,Rohit Verma,30442.7,2026-03-11 00:45:00,MID_RAZORPAY_8839,5479.69,29724.26,INVOICED
INV_2026_300310,ORD_INV_200310,Aditya Joshi,22034.8,2026-03-11 01:30:00,MID_RAZORPAY_8839,3966.26,21514.77,INVOICED
INV_2026_300311,ORD_INV_200311,Varun Dhawan,9975.15,2026-03-11 02:15:00,MID_RAZORPAY_8839,1795.53,9739.74,INVOICED
INV_2026_300312,ORD_INV_200312,Tanvi Deshmukh,19545.64,2026-03-11 03:00:00,MID_RAZORPAY_8839,3518.22,19084.37,INVOICED
INV_2026_300313,ORD_INV_200313,Pooja Mehta,23877.61,2026-03-11 03:45:00,MID_RAZORPAY_8839,4297.97,23314.1,INVOICED
INV_2026_300314,ORD_INV_200314,Pooja Mehta,17998.51,2026-03-11 04:30:00,MID_RAZORPAY_8839,3239.73,17573.75,INVOICED
INV_2026_300315,ORD_INV_200315,Rahul Dravid,9477.49,2026-03-11 05:15:00,MID_RAZORPAY_8839,1705.95,9253.82,INVOICED
INV_2026_300316,ORD_INV_200316,Siddharth Nair,13273.81,2026-03-11 06:00:00,MID_RAZORPAY_8839,2389.29,12960.54,INVOICED
INV_2026_300317,ORD_INV_200317,Ananya Rao,33704.18,2026-03-11 06:45:00,MID_RAZORPAY_8839,6066.75,32908.77,INVOICED
INV_2026_300318,ORD_INV_200318,Deepika Sen,24129.8,2026-03-11 07:30:00,MID_RAZORPAY_8839,4343.36,23560.33,INVOICED
INV_2026_300319,ORD_INV_200319,Sneha Kulkarni,3568.17,2026-03-11 08:15:00,MID_RAZORPAY_8839,642.27,3483.97,INVOICED
INV_2026_300320,ORD_INV_200320,Priya Patel,20878.03,2026-03-11 09:00:00,MID_RAZORPAY_8839,3758.05,20385.31,INVOICED
INV_2026_300321,ORD_INV_200321,Vikram Malhotra,25952.3,2026-03-11 09:45:00,MID_RAZORPAY_8839,4671.41,25339.82,INVOICED
INV_2026_300322,ORD_INV_200322,Rhea Kapoor,18434.69,2026-03-11 10:30:00,MID_RAZORPAY_8839,3318.24,17999.64,INVOICED
INV_2026_300323,ORD_INV_200323,Karan Singhania,37499.96,2026-03-11 11:15:00,MID_RAZORPAY_8839,6749.99,36614.96,INVOICED
INV_2026_300324,ORD_INV_200324,Neha Gupta,38056.23,2026-03-11 12:00:00,MID_RAZORPAY_8839,6850.12,37158.11,INVOICED
INV_2026_300325,ORD_INV_200325,Sneha Kulkarni,23744.93,2026-03-11 12:45:00,MID_RAZORPAY_8839,4274.09,23184.55,INVOICED
INV_2026_300326,ORD_INV_200326,Manish Tiwari,10243.19,2026-03-11 13:30:00,MID_RAZORPAY_8839,1843.77,10001.46,INVOICED
UNRECORDED_ERP_DRAFT,ORD_INV_200327,Deepika Sen,24041.51,2026-03-11 14:15:00,MID_RAZORPAY_8839,4327.47,23474.13,INVOICED
INV_2026_300328,ORD_INV_200328,Siddharth Nair,32827.48,2026-03-11 15:00:00,MID_RAZORPAY_8839,5908.95,32052.75,INVOICED
INV_2026_300329,ORD_INV_200329,Rohit Verma,6888.73,2026-03-11 15:45:00,MID_RAZORPAY_8839,1239.97,6726.16,INVOICED
INV_2026_300330,ORD_INV_200330,Siddharth Nair,34293.61,2026-03-11 16:30:00,MID_RAZORPAY_8839,6172.85,33484.28,INVOICED
INV_2026_300331,ORD_INV_200331,Vikram Malhotra,21065.5,2026-03-11 17:15:00,MID_RAZORPAY_8839,3791.79,20568.35,INVOICED
INV_2026_300332,ORD_INV_200332,Meera Nambiar,30762.61,2026-03-11 18:00:00,MID_RAZORPAY_8839,5537.27,30036.61,INVOICED
INV_2026_300333,ORD_INV_200333,Meera Nambiar,38938.62,2026-03-11 18:45:00,MID_RAZORPAY_8839,7008.95,38019.67,INVOICED
INV_2026_300334,ORD_INV_200334,Karan Singhania,3398.98,2026-03-11 19:30:00,MID_RAZORPAY_8839,611.82,3318.76,INVOICED
INV_2026_300335,ORD_INV_200335,Varun Dhawan,26756.89,2026-03-11 20:15:00,MID_RAZORPAY_8839,4816.24,26125.42,INVOICED
INV_2026_300336,ORD_INV_200336,Neha Gupta,14209.71,2026-03-11 21:00:00,MID_RAZORPAY_8839,2557.75,13874.37,INVOICED
INV_2026_300337,ORD_INV_200337,Varun Dhawan,16814.13,2026-03-11 21:45:00,MID_RAZORPAY_8839,3026.54,16417.32,INVOICED
INV_2026_300338,ORD_INV_200338,Pooja Mehta,27810.12,2026-03-11 22:30:00,MID_RAZORPAY_8839,5005.82,27153.8,INVOICED
INV_2026_300339,ORD_INV_200339,Tanvi Deshmukh,26261.71,2026-03-11 23:15:00,MID_RAZORPAY_8839,4727.11,25641.94,INVOICED
INV_2026_300340,ORD_INV_200340,Priya Patel,14706.17,2026-03-12 00:00:00,MID_RAZORPAY_8839,2647.11,14359.11,INVOICED
INV_2026_300341,ORD_INV_200341,Ishaan Khatter,43112.3,2026-03-12 00:45:00,MID_RAZORPAY_8839,7760.21,42094.84,INVOICED
INV_2026_300342,ORD_INV_200342,Varun Dhawan,44213.52,2026-03-12 01:30:00,MID_RAZORPAY_8839,7958.43,43170.08,INVOICED
INV_2026_300343,ORD_INV_200343,Vikram Malhotra,2097.7,2026-03-12 02:15:00,MID_RAZORPAY_8839,377.59,2048.2,INVOICED
INV_2026_300344,ORD_INV_200344,Varun Dhawan,16598.04,2026-03-12 03:00:00,MID_RAZORPAY_8839,2987.65,16206.33,INVOICED
INV_2026_300345,ORD_INV_200345,Pooja Mehta,34929.85,2026-03-12 03:45:00,MID_RAZORPAY_8839,6287.37,34105.5,INVOICED
INV_2026_300346,ORD_INV_200346,Rahul Dravid,3292.96,2026-03-12 04:30:00,MID_RAZORPAY_8839,592.73,3215.25,INVOICED
INV_2026_300347,ORD_INV_200347,Ananya Rao,13037.16,2026-03-12 05:15:00,MID_RAZORPAY_8839,2346.69,12729.49,INVOICED
INV_2026_300348,ORD_INV_200348,Rahul Dravid,3989.06,2026-03-12 06:00:00,MID_RAZORPAY_8839,718.03,3894.92,INVOICED
INV_2026_300349,ORD_INV_200349,Rohit Verma,43557.65,2026-03-12 06:45:00,MID_RAZORPAY_8839,7840.38,42529.69,INVOICED
INV_2026_300350,ORD_INV_200350,Manish Tiwari,14172.83,2026-03-12 07:30:00,MID_RAZORPAY_8839,2551.11,13838.35,INVOICED
INV_2026_300351,ORD_INV_200351,Manish Tiwari,30270.7,2026-03-12 08:15:00,MID_RAZORPAY_8839,5448.73,29556.32,INVOICED
INV_2026_300352,ORD_INV_200352,Tanvi Deshmukh,23054.01,2026-03-12 09:00:00,MID_RAZORPAY_8839,4149.72,22509.94,INVOICED
INV_2026_300353,ORD_INV_200353,Aarav Sharma,8398.74,2026-03-12 09:45:00,MID_RAZORPAY_8839,1511.77,8200.54,INVOICED
INV_2026_300354,ORD_INV_200354,Siddharth Nair,8923.03,2026-03-12 10:30:00,MID_RAZORPAY_8839,1606.15,8712.45,INVOICED
INV_2026_300355,ORD_INV_200355,Rohit Verma,13557.12,2026-03-12 11:15:00,MID_RAZORPAY_8839,2440.28,13237.17,INVOICED
INV_2026_300356,ORD_INV_200356,Ananya Rao,29905.14,2026-03-12 12:00:00,MID_RAZORPAY_8839,5382.93,29199.38,INVOICED
INV_2026_300357,ORD_INV_200357,Rahul Dravid,7237.39,2026-03-12 12:45:00,MID_RAZORPAY_8839,1302.73,7066.58,INVOICED
INV_2026_300358,ORD_INV_200358,Deepika Sen,32550.82,2026-03-12 13:30:00,MID_RAZORPAY_8839,5859.15,31782.62,INVOICED
INV_2026_300359,ORD_INV_200359,Priya Patel,30549.6,2026-03-12 14:15:00,MID_RAZORPAY_8839,5498.93,29828.63,INVOICED
INV_2026_300360,ORD_INV_200360,Sneha Kulkarni,33944.27,2026-03-12 15:00:00,MID_RAZORPAY_8839,6109.97,33143.18,INVOICED
INV_2026_300361,ORD_INV_200361,Varun Dhawan,14167.74,2026-03-12 15:45:00,MID_RAZORPAY_8839,2550.19,13833.39,INVOICED
INV_2026_300362,ORD_INV_200362,Ishaan Khatter,30636.4,2026-03-12 16:30:00,MID_RAZORPAY_8839,5514.55,29913.38,INVOICED
INV_2026_300363,ORD_INV_200363,Meera Nambiar,34705.43,2026-03-12 17:15:00,MID_RAZORPAY_8839,6246.98,33886.38,INVOICED
INV_2026_300364,ORD_INV_200364,Manish Tiwari,43493.87,2026-03-12 18:00:00,MID_RAZORPAY_8839,7828.9,42467.41,INVOICED
